Date,Open,High,Low,Close,Volume,Turnover
2015-04-20,11805.5,11815.7,11538.85,11562.2,19374740.0,17858400000.0
2015-04-21,11472.6,11602.8,11415.0,11558.4,28704508.0,21551600000.0
2015-04-22,11552.5,11552.5,11345.1,11492.0,29316560.0,24753900000.0
2015-04-23,11571.05,11572.05,11410.4,11451.55,22676328.0,21469400000.0
2015-04-24,11474.4,11523.0,11077.3,11132.25,33250761.0,36851600000.0
2015-04-27,11166.4,11170.5,10941.75,11097.9,25778777.0,21486400000.0
2015-04-28,11097.2,11097.2,10979.2,11052.95,21748906.0,18302400000.0
2015-04-29,11039.0,11150.55,10954.0,11094.4,21642220.0,15436300000.000002
2015-04-30,11056.5,11056.5,10916.65,11001.05,44619697.0,24742500000.0
2015-05-04,11087.5,11217.2,11044.25,11191.45,24105159.0,15830300000.0
2015-05-05,11252.3,11264.35,11115.5,11170.25,23245719.0,16649400000.0
2015-05-06,11186.35,11191.7,10921.75,10938.85,21427168.0,17943900000.0
2015-05-07,10934.8,11172.15,10900.9,11127.75,20232917.0,14444000000.0
2015-05-08,11209.15,11268.6,11134.2,11172.05,14833619.0,12406300000.000002
2015-05-11,11225.15,11351.05,11184.65,11324.55,16210415.0,13733300000.0
2015-05-12,11337.7,11337.7,11101.25,11118.45,15553985.0,13224400000.0
2015-05-13,11168.7,11225.55,11040.55,11170.5,15567676.0,12594800000.0
2015-05-14,11185.6,11185.6,11021.85,11093.6,11405303.0,9328700000.0
2015-05-15,11109.7,11208.2,11099.2,11171.9,13739827.0,10188000000.0
2015-05-18,11200.4,11294.45,11147.15,11279.45,15340671.0,14323100000.0
2015-05-19,11264.8,11425.15,11260.2,11372.2,18508134.0,15437800000.0
2015-05-20,11438.7,11583.05,11438.7,11571.7,16636054.0,13842100000.0
2015-05-21,11589.0,11638.1,11572.6,11618.6,14274561.0,13751900000.0
2015-05-22,11584.7,11745.75,11562.5,11728.4,15469572.0,14653900000.000002
2015-05-25,11740.75,11784.35,11602.1,11623.35,12204690.0,9656500000.0
2015-05-26,11608.75,11649.7,11562.05,11581.9,11485852.0,9862600000.0
2015-05-27,11481.45,11481.45,11338.05,11367.5,34196705.0,23480100000.000004
2015-05-28,11368.0,11483.75,11321.65,11450.85,25687562.0,21899800000.0
2015-05-29,11443.1,11647.05,11411.15,11575.05,21994515.0,26837900000.0
2015-06-01,11561.9,11629.55,11496.05,11525.65,6488920.0,7631900000.000001
2015-06-02,11523.85,11563.95,11326.7,11347.9,8320203.0,11301300000.000002
2015-06-03,11383.1,11421.55,11299.75,11361.1,10771997.0,11263300000.0
2015-06-04,11375.85,11455.9,11331.85,11379.2,10994711.0,14162900000.0
2015-06-05,11376.45,11444.0,11282.3,11291.55,9222361.0,11431199999.999998
2015-06-08,11302.75,11303.6,11196.5,11238.6,7174359.0,8758800000.0
2015-06-09,11235.3,11254.45,11114.3,11142.95,9772047.0,11457500000.0
2015-06-10,11145.4,11423.75,11136.4,11401.7,10375358.0,12413699999.999998
2015-06-11,11420.0,11444.75,11213.4,11227.15,9863136.0,11846600000.0
2015-06-12,11222.8,11267.0,10930.45,11049.35,10397130.0,12966000000.0
2015-06-15,11022.7,11170.05,10933.4,11093.85,7860544.0,8476000000.0
2015-06-16,11111.8,11135.25,11046.0,11119.2,7153751.0,6866200000.0
2015-06-17,11181.9,11221.15,11114.35,11143.5,9431119.0,9684900000.0
2015-06-18,11191.75,11259.15,11164.1,11215.35,9612244.0,9076800000.0
2015-06-19,11260.9,11353.25,11222.25,11243.65,14338486.0,12526500000.0
2015-06-22,11266.9,11446.8,11260.95,11429.8,8220207.0,7600400000.0
2015-06-23,11473.0,11479.6,11327.2,11341.15,7753653.0,7758200000.000001
2015-06-24,11400.35,11409.75,11324.35,11353.75,11817301.0,10645200000.0
2015-06-25,11332.45,11332.7,11188.55,11210.4,14616477.0,12789700000.0
2015-06-26,11238.8,11388.45,11238.8,11362.55,9837711.0,8920300000.0
2015-06-29,11181.25,11230.2,10998.2,11133.65,17798757.0,12673000000.0
2015-06-30,11101.6,11144.2,11016.75,11037.4,20432617.0,14456800000.0
2015-07-01,11053.65,11239.75,11053.65,11213.6,11203755.0,9476400000.0
2015-07-02,11246.5,11247.5,11161.3,11187.25,7915388.0,7354700000.0
2015-07-03,11162.9,11214.65,11135.0,11198.65,6793457.0,5745100000.0
2015-07-06,11079.2,11239.0,11072.55,11209.6,7684659.0,6794400000.000001
2015-07-07,11216.55,11264.55,11126.2,11143.85,8057280.0,7524600000.0
2015-07-08,11079.95,11143.9,10980.05,11021.8,10958051.0,10742700000.0
2015-07-09,11043.65,11065.4,10808.35,10828.7,11055212.0,12299800000.0
2015-07-10,10950.25,10950.25,10759.85,10798.25,12483008.0,16944500000.0
2015-07-13,10840.65,11011.65,10840.65,10998.85,9446174.0,9475100000.0
2015-07-14,11024.4,11067.55,10945.05,11043.85,7884734.0,7756300000.0
2015-07-15,11050.5,11165.5,11050.5,11150.25,8269479.0,8223400000.0
2015-07-16,11191.15,11218.75,11123.15,11191.6,8500008.0,7890500000.0
2015-07-17,11239.7,11306.4,11227.4,11269.2,10570702.0,8760700000.0
2015-07-20,11270.4,11307.9,11197.85,11266.95,8618661.0,7647300000.0
2015-07-21,11366.6,11798.2,11366.6,11655.45,27720978.0,28376000000.0
2015-07-22,11647.5,11687.2,11509.15,11643.75,11766775.0,12065200000.0
2015-07-23,11640.65,11719.05,11537.7,11558.7,11732414.0,11571900000.0
2015-07-24,11568.85,11588.9,11452.25,11464.15,9525365.0,8807100000.0
2015-07-27,11437.55,11438.0,11342.5,11362.45,12162185.0,11444100000.0
2015-07-28,11378.8,11432.45,11283.7,11306.25,15300982.0,13257900000.0
2015-07-29,11369.45,11494.85,11330.65,11470.7,10386211.0,11006300000.000002
2015-07-30,11530.3,11539.45,11365.05,11394.55,17524742.0,16623699999.999998
2015-07-31,11434.9,11622.2,11434.9,11594.15,10516985.0,11266400000.000002
2015-08-03,11490.6,11572.6,11441.5,11466.4,10341354.0,11012000000.0
2015-08-04,11480.7,11489.15,11379.15,11415.55,11885605.0,12514300000.0
2015-08-05,11470.2,11632.2,11460.0,11618.0,8826022.0,8191500000.0
2015-08-06,11698.9,11739.1,11576.25,11616.5,9179852.0,10206300000.0
2015-08-07,11604.45,11663.6,11580.35,11597.05,7127683.0,7772400000.0
2015-08-10,11623.1,11696.85,11500.4,11573.9,5893113.0,6810000000.0
2015-08-11,11637.25,11740.85,11605.9,11711.15,9042485.0,10105300000.0
2015-08-12,11731.7,12026.05,11731.7,12006.8,14684514.0,16192600000.0
2015-08-13,12029.5,12092.05,11916.3,11956.1,11503549.0,11826600000.0
2015-08-14,11968.3,12129.0,11961.1,12048.45,8163202.0,9297400000.0
2015-08-17,12057.65,12058.05,11920.25,12001.75,5813559.0,5649299999.999999
2015-08-18,12068.35,12250.1,12060.15,12159.4,8733323.0,9533100000.0
2015-08-19,12215.55,12314.4,12165.4,12249.1,9509622.0,10610900000.0
2015-08-20,12269.5,12269.5,11969.3,11985.25,11525076.0,12592900000.0
2015-08-21,12009.8,12102.8,11825.05,12032.3,13519573.0,16142700000.0
2015-08-24,11750.45,11797.95,11393.0,11455.15,18489060.0,20577100000.0
2015-08-25,11524.85,11615.5,11140.8,11376.75,18912332.0,19658900000.0
2015-08-26,11395.5,11548.85,11172.2,11284.1,15743530.0,16443800000.000002
2015-08-27,11438.7,11476.8,11351.05,11396.9,19464261.0,21785900000.0
2015-08-28,11545.3,11645.05,11534.85,11588.25,10260637.0,11550000000.0
2015-08-31,11691.65,11691.65,11537.65,11605.7,14353599.0,16212500000.0
2015-09-01,11563.55,11712.5,11391.7,11476.45,10913875.0,12543300000.0
2015-09-02,11563.95,11752.1,11510.9,11604.7,13877743.0,15796199999.999998
2015-09-03,11679.5,11722.8,11565.1,11672.85,10152727.0,11184200000.0
2015-09-04,11689.8,11695.8,11392.95,11413.6,10137864.0,10997800000.0
2015-09-07,11445.35,11451.1,11264.7,11318.3,7491038.0,7888099999.999999
2015-09-08,11331.65,11452.95,11279.2,11390.1,7477071.0,8102000000.0
2015-09-09,11554.45,11604.15,11446.35,11504.9,9610428.0,10650300000.0
2015-09-10,11439.45,11468.95,11292.2,11396.95,10971745.0,12057500000.0
2015-09-11,11445.65,11519.75,11381.35,11432.25,9739475.0,10492800000.0
2015-09-14,11482.4,11527.75,11405.35,11520.3,11970821.0,11569000000.0
2015-09-15,11524.4,11545.3,11475.25,11536.35,8281022.0,8479600000.0
2015-09-16,11614.7,11659.0,11563.75,11606.65,9333693.0,9981900000.0
2015-09-18,11694.95,11801.9,11666.85,11726.7,14942207.0,15353000000.0
2015-09-21,11659.85,11752.85,11643.25,11724.05,7953850.0,7641400000.0
2015-09-22,11790.5,11941.8,11615.7,11705.55,13419167.0,13958400000.0
2015-09-23,11659.9,11753.6,11586.9,11694.0,7367175.0,7690700000.000001
2015-09-24,11710.75,11971.65,11677.7,11954.1,14445662.0,16717400000.0
2015-09-28,11989.3,12008.0,11819.2,11841.05,10087911.0,11629400000.0
2015-09-29,11768.65,11963.2,11749.25,11863.95,11648411.0,13622400000.0
2015-09-30,12010.75,12055.8,11904.05,12032.1,13509491.0,15109600000.0
2015-10-01,11877.85,11998.7,11769.5,11867.85,26288267.0,25906800000.0
2015-10-05,11867.45,12057.1,11867.45,12002.1,16800233.0,19103800000.0
2015-10-06,12057.45,12077.95,11865.25,11889.9,13524583.0,16175200000.0
2015-10-07,11878.35,11904.5,11660.7,11683.45,15333772.0,15796400000.000002
2015-10-08,11753.85,11802.15,11625.65,11669.7,17897751.0,18086800000.0
2015-10-09,11734.3,11827.5,11676.15,11807.55,15125896.0,16334800000.0
2015-10-12,11972.1,12019.05,11571.75,11630.65,21238152.0,24456300000.0
2015-10-13,11595.85,11603.9,11452.3,11522.6,16373500.0,21069600000.0
2015-10-14,11435.3,11479.4,11347.65,11362.9,12980966.0,18742700000.0
2015-10-15,11407.55,11411.4,11310.45,11338.35,11632842.0,12995100000.0
2015-10-16,11392.55,11402.5,11301.1,11337.8,10989166.0,11769600000.0
2015-10-19,11360.4,11469.2,11305.85,11432.15,13238516.0,14178400000.0
2015-10-20,11465.05,11539.25,11436.65,11529.6,11787811.0,13049800000.0
2015-10-21,11552.6,11583.45,11501.05,11549.05,9019619.0,9814900000.0
2015-10-23,11588.0,11588.2,11494.15,11552.0,9686270.0,10325300000.0
2015-10-26,11597.9,11612.7,11537.1,11576.35,7032459.0,7421300000.0
2015-10-27,11570.3,11601.25,11533.05,11583.55,9938684.0,9761600000.0
2015-10-28,11546.05,11664.95,11537.3,11643.3,9103066.0,9023500000.0
2015-10-29,11644.05,11644.05,11523.95,11548.15,15019766.0,15486900000.0
2015-10-30,11549.75,11559.35,11467.9,11486.9,9332157.0,9302200000.0
2015-11-02,11497.95,11560.6,11428.1,11546.25,8710084.0,8150599999.999999
2015-11-03,11576.0,11627.85,11565.0,11618.4,7567658.0,7548600000.0
2015-11-04,11680.15,11688.65,11535.95,11551.6,9660090.0,8306300000.0
2015-11-05,11573.1,11573.1,11397.5,11414.45,6980714.0,7088900000.0
2015-11-06,11424.2,11515.65,11422.95,11485.45,6480847.0,6426400000.0
2015-11-09,11364.55,11427.95,11320.95,11412.15,10126396.0,10092000000.0
2015-11-10,11385.7,11387.85,11191.9,11214.2,6966686.0,7369200000.0
2015-11-11,11305.2,11312.3,11230.4,11249.7,795240.0,827200000.0
2015-11-13,11110.75,11176.75,11027.1,11102.45,6927725.0,8085599999.999999
2015-11-16,11011.5,11061.6,10911.1,11003.8,8864946.0,9172700000.0
2015-11-17,11032.45,11052.4,10974.55,11035.1,10917373.0,10768800000.000002
2015-11-18,10967.75,10969.5,10799.0,10836.7,10167296.0,10129200000.0
2015-11-19,10910.5,11059.85,10893.75,11032.9,9850813.0,10086300000.0
2015-11-20,11045.65,11195.75,11036.9,11118.85,10781657.0,10713800000.000002
2015-11-23,11126.25,11189.5,11084.35,11121.2,8727231.0,8513000000.0
2015-11-24,11096.4,11122.05,11036.05,11057.35,7784549.0,7501700000.0
2015-11-26,11048.4,11129.25,11013.9,11042.95,15045631.0,14925400000.0
2015-11-27,11064.6,11136.4,11031.45,11122.9,7402279.0,7693000000.0
2015-11-30,11147.85,11279.65,11083.6,11206.0,21067524.0,21548700000.0
2015-12-01,11216.95,11293.2,11216.95,11256.3,9112940.0,9271000000.0
2015-12-02,11298.9,11298.9,11134.9,11149.6,7524996.0,8086300000.0
2015-12-03,11149.3,11153.7,11067.55,11081.9,9384540.0,9792900000.0
2015-12-04,11034.65,11037.95,10940.3,10969.05,10062731.0,9755500000.0
2015-12-07,11009.5,11054.0,10943.85,10998.65,8477753.0,8108600000.0
2015-12-08,10989.2,11109.3,10946.0,10981.85,8486760.0,8256700000.0
2015-12-09,10978.25,11027.3,10916.25,10930.05,11006038.0,13524000000.0
2015-12-10,10971.55,11073.15,10931.15,11055.5,7908231.0,8326600000.0
2015-12-11,11086.55,11086.55,11015.6,11043.05,8502528.0,9019600000.0
2015-12-14,10940.75,11124.9,10940.75,11099.7,7044052.0,8280500000.0
2015-12-15,11139.55,11139.55,11044.35,11058.25,9065922.0,8154000000.0
2015-12-16,11081.75,11187.85,11081.75,11144.9,8751937.0,8490500000.0
2015-12-17,11182.95,11293.05,11122.45,11275.15,9556916.0,9097200000.0
2015-12-18,11227.15,11227.15,11094.8,11122.5,11781399.0,12224500000.0
2015-12-21,11096.4,11232.5,11067.2,11224.75,6043899.0,6415599999.999999
2015-12-22,11201.8,11201.8,11081.15,11095.45,5998230.0,6366300000.0
2015-12-23,11163.8,11206.4,11130.65,11195.65,4638075.0,4562900000.0
2015-12-24,11193.25,11197.5,11152.85,11184.9,2927864.0,3182700000.0
2015-12-28,11152.7,11303.05,11146.85,11271.8,8055590.0,10019000000.0
2015-12-29,11257.05,11287.5,11206.6,11253.45,6024174.0,6626200000.0
2015-12-30,11247.35,11263.6,11100.1,11117.6,6564991.0,7071900000.000001
2015-12-31,11113.0,11233.85,11113.0,11212.55,8197040.0,8590500000.0
2016-01-01,11210.25,11221.6,11137.85,11174.85,3126850.0,3190299999.9999995
2016-01-04,11144.0,11160.95,11004.65,11029.25,7875357.0,7677800000.0
2016-01-05,11082.6,11084.6,10945.2,10997.15,7909892.0,8598800000.0
2016-01-06,11027.55,11037.4,10979.45,11018.15,8585557.0,9187500000.0
2016-01-07,10947.75,10964.65,10822.7,10863.2,10454519.0,10666099999.999998
2016-01-08,10933.3,11007.5,10896.45,10989.55,7287266.0,7345900000.0
2016-01-11,10898.8,10917.45,10797.7,10823.9,9742884.0,10087000000.0
2016-01-12,10850.25,10850.25,10659.25,10790.35,9984443.0,10859800000.0
2016-01-13,10807.85,10860.4,10646.55,10839.85,11133904.0,13223100000.0
2016-01-14,10730.65,11068.9,10685.35,10980.45,23469653.0,25266200000.0
2016-01-15,11050.65,11057.7,10949.95,10994.95,14012251.0,15795700000.0
2016-01-18,10954.2,11084.4,10954.2,10984.0,11716225.0,12440400000.0
2016-01-19,11052.4,11064.8,10873.6,10963.1,12176980.0,11661199999.999998
2016-01-20,10897.8,10945.4,10855.2,10910.5,10426978.0,10155600000.0
2016-01-21,10957.95,10994.9,10893.35,10934.7,10558161.0,10773900000.000002
2016-01-22,11020.6,11030.65,10961.35,11006.7,7367656.0,7730800000.0
2016-01-25,11047.0,11113.8,11000.25,11025.35,6649189.0,6917600000.0
2016-01-27,11052.55,11061.8,10992.45,11029.1,10815699.0,10078700000.0
2016-01-28,11010.1,11073.75,10984.25,11002.7,13918783.0,14158200000.0
2016-01-29,11061.85,11266.75,11024.95,11236.15,17438592.0,16018800000.000002
2016-02-01,11271.15,11409.1,11234.8,11305.25,16768205.0,12623699999.999998
2016-02-02,11325.75,11377.95,11182.5,11242.1,19286309.0,15034600000.0
2016-02-03,11179.75,11218.45,11065.8,11122.25,12152041.0,9995200000.0
2016-02-04,11178.25,11289.8,11148.15,11213.65,10379772.0,9175500000.0
2016-02-05,11222.2,11285.1,11188.45,11227.55,8207885.0,7606700000.0
2016-02-08,11160.85,11190.35,10962.8,11001.45,7344448.0,6733900000.0
2016-02-09,10866.2,10866.2,10590.1,10614.25,14971950.0,12649400000.0
2016-02-10,10614.3,10693.9,10570.65,10600.45,13147364.0,10600800000.0
2016-02-11,10615.35,10615.35,10279.7,10312.95,12495553.0,10256700000.0
2016-02-12,10404.6,10462.9,10157.1,10324.45,17610027.0,12878400000.0
2016-02-15,10446.25,10544.45,10437.0,10493.75,12549138.0,10278100000.0
2016-02-16,10487.4,10511.4,10393.6,10418.65,8993279.0,7805100000.0
2016-02-17,10429.35,10518.25,10325.25,10502.45,17356929.0,11937000000.0
2016-02-18,10554.55,10723.4,10554.45,10702.25,16150256.0,11952500000.0
2016-02-19,10670.75,10791.05,10649.75,10768.9,10428901.0,7878300000.0
2016-02-22,10778.8,10778.8,10691.35,10720.6,9168828.0,7649299999.999999
2016-02-23,10721.4,10729.6,10575.15,10601.45,8340937.0,6771400000.0
2016-02-24,10581.0,10586.05,10446.4,10468.05,8531990.0,7814000000.0
2016-02-25,10469.85,10484.95,10329.2,10403.5,10694119.0,9027500000.0
2016-02-26,10488.45,10567.95,10419.0,10463.35,9415436.0,7901799999.999999
2016-02-29,10504.4,10504.4,10075.75,10278.4,12161703.0,11307000000.0
2016-03-01,10337.95,10657.1,10313.5,10637.35,10385527.0,9686000000.0
2016-03-02,10740.45,10920.9,10642.05,10897.1,12342461.0,11099500000.0
2016-03-03,10982.0,11089.45,10950.85,11054.95,20107981.0,17212600000.0
2016-03-04,11086.1,11088.1,10930.95,10980.85,23086012.0,19087300000.0
2016-03-08,10928.4,10977.3,10832.25,10914.2,22893639.0,19473200000.0
2016-03-09,10815.05,10947.7,10733.2,10925.8,34104849.0,25599200000.0
2016-03-10,10923.75,10924.8,10783.05,10826.9,30038742.0,27125200000.0
2016-03-11,10825.9,10898.7,10805.75,10835.45,14674310.0,12107600000.0
2016-03-14,10854.2,10935.65,10836.95,10866.85,14231291.0,11037100000.0
2016-03-15,10867.65,10900.25,10709.0,10730.45,11141197.0,10137300000.0
2016-03-16,10733.7,10819.35,10698.7,10803.2,10671044.0,9693600000.0
2016-03-17,10854.0,10961.65,10854.0,10923.5,14035701.0,12463900000.000002
2016-03-18,10938.05,11177.25,10938.05,11159.7,17103977.0,15684400000.0
2016-03-21,11158.95,11221.8,11093.6,11193.85,10929640.0,10538699999.999998
2016-03-22,11171.9,11229.25,11118.5,11206.6,19527945.0,16733200000.0
2016-03-23,11219.7,11246.0,11125.1,11228.15,17617607.0,16038599999.999998
2016-03-28,11328.15,11384.9,11112.85,11168.7,20401896.0,19613100000.0
2016-03-29,11172.8,11188.65,11089.0,11114.7,14642638.0,13261199999.999998
2016-03-30,11127.5,11271.7,11127.5,11254.55,14607256.0,13087500000.0
2016-03-31,11240.6,11387.9,11216.45,11309.3,28703814.0,28019000000.0
2016-04-01,11306.35,11352.05,11128.05,11194.65,13591384.0,13348900000.000002
2016-04-04,11224.9,11407.45,11224.9,11387.7,10746882.0,10372000000.0
2016-04-05,11386.55,11399.05,11245.5,11274.95,9810804.0,9715600000.0
2016-04-06,11325.1,11325.1,11165.25,11224.95,9646638.0,9035500000.0
2016-04-07,11264.6,11264.6,11087.2,11102.6,8675441.0,9351400000.0
2016-04-08,11082.25,11085.65,11028.15,11061.15,9261058.0,8290300000.0
2016-04-11,11066.25,11304.65,10975.15,11291.35,13319300.0,13147600000.0
2016-04-12,11284.0,11332.85,11243.75,11304.45,11757296.0,11092100000.0
2016-04-13,11412.1,11430.95,11330.5,11351.85,14301422.0,14640100000.0
2016-04-18,11493.5,11638.1,11485.15,11597.25,27146780.0,32555600000.0
2016-04-20,11697.4,11697.4,11506.15,11552.75,17857029.0,20167800000.0
2016-04-21,11500.45,11514.5,11329.9,11355.4,13926801.0,12655200000.0
2016-04-22,11326.55,11376.05,11292.4,11304.05,10321425.0,9809500000.0
2016-04-25,11288.7,11380.55,11267.1,11315.45,8852971.0,9522000000.0
2016-04-26,11292.35,11444.35,11251.35,11417.35,10029117.0,10676900000.0
2016-04-27,11398.9,11507.75,11398.9,11453.0,8807962.0,9343600000.0
2016-04-28,11350.15,11428.65,11265.7,11287.15,26615952.0,26370900000.0
2016-04-29,11269.1,11279.25,11140.55,11196.25,17856349.0,15980300000.0
2016-05-02,11181.15,11181.15,11075.95,11117.7,8245605.0,7637400000.0
2016-05-03,11129.9,11167.9,10909.95,10925.7,12701121.0,12155500000.0
2016-05-04,10913.75,10969.6,10858.8,10948.6,13630944.0,12100900000.0
2016-05-05,10966.75,11024.15,10909.6,10973.85,11557528.0,10608100000.0
2016-05-06,10960.1,10960.1,10846.65,10887.0,9008153.0,7502700000.0
2016-05-09,10900.1,11006.5,10884.05,10991.5,10704177.0,10288500000.0
2016-05-10,11010.25,11065.7,10948.75,11034.4,11025224.0,9245800000.0
2016-05-11,10926.85,11030.3,10900.4,10960.4,11881912.0,10417200000.0
2016-05-12,10967.35,11089.8,10955.6,11081.1,8100065.0,7618099999.999999
2016-05-13,11081.3,11081.3,10986.2,11030.7,10936677.0,10327400000.0
2016-05-16,11063.1,11134.3,11030.05,11087.75,8453249.0,7647700000.0
2016-05-17,11126.75,11197.35,11101.25,11125.1,9819119.0,9311900000.0
2016-05-18,11073.55,11141.5,11038.25,11120.05,9019440.0,8438600000.0
2016-05-19,11124.8,11136.7,11067.2,11094.6,7759823.0,7050100000.0
2016-05-20,11067.0,11149.15,11025.7,11036.15,10263214.0,9216400000.0
2016-05-23,11080.4,11080.4,10917.15,10939.9,13950324.0,12190800000.0
2016-05-24,10946.5,10946.5,10868.15,10924.8,14221089.0,11159200000.0
2016-05-25,11019.05,11223.4,11019.05,11215.5,20906137.0,14875800000.0
2016-05-26,11231.85,11366.05,11178.25,11337.15,15792493.0,13805600000.0
2016-05-27,11325.7,11462.05,11325.7,11420.85,11321580.0,10449600000.0
